movie_id,title,tmdb_id,tmdb_title,overview,release_date,vote_average,vote_count,poster_url,cast
827,Daylight (1996),11228.0,Daylight,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the,1996-12-06,6.1,1707,https://image.tmdb.org/t/p/w500/bRWNxtm3q0QvIIM52uQqRIEvpl2.jpg,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen"
828,Alaska (1996),36344.0,Alaska,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing en",1996-08-14,5.813,144,https://image.tmdb.org/t/p/w500/8TtnhRd4ls1xWzz3h9F5AyJuxil.jpg,"Thora Birch, Vincent Kartheiser, Dirk Benedict"
829,Fled (1996),18550.0,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's c",1996-07-19,5.7,255,https://image.tmdb.org/t/p/w500/5oGdTgWXCOKerrfdBxJrOlFyifL.jpg,"Laurence Fishburne, Stephen Baldwin, Salma Hayek Pinault"
830,Power 98 (1995),,,,,0.0,0,,
831,Escape from L.A. (1996),10061.0,Escape from L.A.,Into the 9.6-quaked Los Angeles of 2013 comes Snake Plissken. His job: wade through L.A.'s ruined landmarks to retrieve a doomsday device.,1996-08-09,5.9,1618,https://image.tmdb.org/t/p/w500/cH8M5CeERGVlbje9hmVjyL9P4aI.jpg,"Kurt Russell, Stacy Keach, Steve Buscemi"
832,Bogus (1996),3587.0,Bogus,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",1996-09-06,5.8,244,https://image.tmdb.org/t/p/w500/unp3wg7uzIV3HikMexGQJpO0OHc.jpg,"Whoopi Goldberg, Gérard Depardieu, Haley Joel Osment"
833,Bulletproof (1996),10723.0,Bulletproof,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colt",1996-09-06,5.752,644,https://image.tmdb.org/t/p/w500/iI7G9YXxodrqkQPKis1y3EKP8wJ.jpg,"Damon Wayans, Adam Sandler, James Caan"
834,Halloween: The Curse of Michael Myers (1995),10987.0,Halloween: The Curse of Michael Myers,"Six years after being presumed dead in a fire, and just as the town prepares to finally celebrate Halloween again, Michael Myers returns to Haddonfield to continue his reign of terror.",1995-09-29,5.2,1245,https://image.tmdb.org/t/p/w500/noCnM8nEI2bEDSdKHh0RKbwBwbC.jpg,"Donald Pleasence, Paul Rudd, Marianne Hagan"
835,"Gay Divorcee, The (1934)",28288.0,The Gay Divorcee,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired.",1934-10-12,6.908,146,https://image.tmdb.org/t/p/w500/xD6oUOAa0Q6PppaOnY6dy6sWPLG.jpg,"Fred Astaire, Ginger Rogers, Alice Brady"
836,Ninotchka (1939),1859.0,Ninotchka,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,1939-11-16,7.515,437,https://image.tmdb.org/t/p/w500/v4MkgNqZyodYwBDNbZ64MF9tVEL.jpg,"Greta Garbo, Melvyn Douglas, Ina Claire"
837,Meet John Doe (1941),32574.0,Meet John Doe,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the",1941-03-14,7.3,282,https://image.tmdb.org/t/p/w500/dnBZbFE2OGlTGNGBVTn6t83tJtd.jpg,"Gary Cooper, Barbara Stanwyck, Edward Arnold"
838,In the Line of Duty 2 (1987),45450.0,Royal Warriors,"When a tough policewoman learns about a group of violent terrorists, she, along with her partner and a Japanese detective, does everything it takes to take them down.",1986-06-26,6.896,67,https://image.tmdb.org/t/p/w500/79QtxrBbDG2FbvgJSxWQpYCKJbM.jpg,"Michelle Yeoh, Hiroyuki Sanada, Michael Wong"
839,Loch Ness (1995),,,,,0.0,0,,
840,Last Man Standing (1996),9333.0,Last Man Standing,"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to s",1996-09-20,6.359,990,https://image.tmdb.org/t/p/w500/2cWqlkXaKKdl32Waep4FwCQnyH0.jpg,"Bruce Willis, Bruce Dern, William Sanderson"
841,"Glimmer Man, The (1996)",9625.0,The Glimmer Man,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effec",1996-10-04,5.425,438,https://image.tmdb.org/t/p/w500/fMXc2nf3iZFsVbNNmJ5MCtjcwlk.jpg,"Steven Seagal, Keenen Ivory Wayans, Bob Gunton"
842,Pollyanna (1960),31102.0,Pollyanna,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,1960-05-19,6.967,210,https://image.tmdb.org/t/p/w500/9lWkRXg35SjUZXLr10ez8DERvRv.jpg,"Hayley Mills, Jane Wyman, Richard Egan"
843,"Shaggy Dog, The (1959)",15944.0,The Shaggy Dog,"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....",1959-03-19,6.229,96,https://image.tmdb.org/t/p/w500/x0fTvnnRIZNyTne2BrcS8I5X20e.jpg,"Fred MacMurray, Jean Hagen, Tommy Kirk"
844,Freeway (1996),11229.0,Freeway,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting hi",1996-08-23,6.437,436,https://image.tmdb.org/t/p/w500/m0pAARUq3foDWFsrUmlYDHtNPE9.jpg,"Kiefer Sutherland, Reese Witherspoon, Wolfgang Bodison"
845,That Thing You Do! (1996),9591.0,That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager. But behind the scenes, the group’s sudden fame tests their strength, their maturity and responsibility, and their ability to resist the temptations that money and notor",1996-10-04,6.885,923,https://image.tmdb.org/t/p/w500/9RmZu33qHdyZFGLfhEOmkTjdNEu.jpg,"Tom Hanks, Tom Everett Scott, Liv Tyler"
846,To Gillian on Her 37th Birthday (1996),30500.0,To Gillian on Her 37th Birthday,"David loves his wife, Gillian. Unfortunately, she died two years ago. David deals with his grief by continuing his romance with Gillian during walks with her ""ghost"" on the beach at night. While David lives in the past, other family problems crop up in the present in the real world....",1996-10-25,5.493,57,https://image.tmdb.org/t/p/w500/7HGWS6WlsPzBsB7NG5JM4P8NrIv.jpg,"Peter Gallagher, Michelle Pfeiffer, Claire Danes"
847,Looking for Richard (1996),42314.0,Looking for Richard,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",1996-10-11,6.815,149,https://image.tmdb.org/t/p/w500/2iEgEoMP1S2YWKkYkwm8cgg2bBN.jpg,"Al Pacino, Winona Ryder, Kevin Spacey"
848,"Murder, My Sweet (1944)",1834.0,"Murder, My Sweet","After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",1944-12-14,7.254,260,https://image.tmdb.org/t/p/w500/tbyzfN1AUKTvzh058L9ZcOpS9Vn.jpg,"Dick Powell, Claire Trevor, Anne Shirley"
849,Days of Thunder (1990),2119.0,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might o",1990-06-27,6.386,1724,https://image.tmdb.org/t/p/w500/8UvcoeMJag8UWGF8sg7eYspzq0Q.jpg,"Tom Cruise, Robert Duvall, Nicole Kidman"
850,"Perfect Candidate, A (1996)",124837.0,A Perfect Candidate,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",1996-06-19,6.063,8,https://image.tmdb.org/t/p/w500/91XMadgfU6scOPYsDW8v4VJuJF3.jpg,"Don Baker, Mark Goodin, Mark Merritt"
851,Two or Three Things I Know About Her (1966),,,,,0.0,0,,
852,"Bloody Child, The (1996)",124676.0,The Bloody Child,"This film was inspired by a real event—a young US Marine, recently back from the Gulf War, was found digging a grave for his murdered wife in the middle of the California Mojave.",1996-10-26,5.333,9,https://image.tmdb.org/t/p/w500/dPDHmPafRND2HeDM7DCrKfL4b5b.jpg,"Tinka Menkes, Sherry Sibley, Russ Little"
853,Braindead (1992),763.0,Braindead,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",1992-08-13,7.384,1855,https://image.tmdb.org/t/p/w500/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg,"Timothy Balme, Diana Peñalver, Elizabeth Moody"
854,Bad Taste (1987),9964.0,Bad Taste,"A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the country’s Astro-Investigation and Defense Service (AIaDS) is called in to deal with the problem. Th",1987-12-11,6.298,926,https://image.tmdb.org/t/p/w500/msttMX3undIiaeJLZbMRq94v1bw.jpg,"Terry Potter, Pete O'Herne, Craig Smith"
855,Diva (1981),4485.0,Diva,"Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag...",1981-03-11,6.7,266,https://image.tmdb.org/t/p/w500/x5fOCdfv0lRdeI71qLFdNEKWDsc.jpg,"Frédéric Andréi, Richard Bohringer, Roland Bertin"
856,Night on Earth (1991),339.0,Night on Earth,A quintet of cabbies in five cities and their remarkable fares on the same eventful night.,1991-12-12,7.515,1053,https://image.tmdb.org/t/p/w500/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg,"Winona Ryder, Gena Rowlands, Giancarlo Esposito"
857,Paris Was a Woman (1995),96288.0,Paris Was a Woman,"Women (many of them lesbian) artists, writers, photographers, designers, and adventurers settled in Paris between the wars. They embraced France, some developed an ex-pat culture, and most cherished a way of life quite different than the one left behind.",1996-02-19,6.357,7,https://image.tmdb.org/t/p/w500/zORtAZNBBy6b4cocGiXqgcXjHEg.jpg,"Juliet Stevenson, Shari Benstock, Gertrude Stein"
858,Amityville: Dollhouse (1996),52263.0,Amityville: Dollhouse,"Bill Martin has just finished construction on a picturesque new home for his family, but unknown to him, the previously barren property was once the site of the infamous Amityville murder house, which contains demonic entities with murderous sights on the family.",1996-10-02,4.6,122,https://image.tmdb.org/t/p/w500/c6DVwjJ71jzk3DXqrkuvuM6BxW1.jpg,"Robin Thomas, Starr Andreeff, Allen Cutler"
859,April Fool's Day (1986),24913.0,April Fool's Day,"On April Fool's Day weekend, a group of college friends gather together at a secluded island mansion to celebrate their final year of school, where they soon become prey for an unseen murderer.",1986-03-27,6.076,389,https://image.tmdb.org/t/p/w500/zNx2tNRzRyPsBSHX1VF2c7U0UyW.jpg,"Amy Steel, Ken Olandt, Deborah Foreman"
860,"Believers, The (1987)",32076.0,The Believers,"Mourning the accidental death of his wife and having just moved to New York with his young son, laconic police psychologist Cal Jamison is reluctantly drawn into a series of grisly, ritualistic murders involving the immolation of two youths.",1987-06-09,5.937,183,https://image.tmdb.org/t/p/w500/wMDOgjHoDdKKj3UNZzjP8AW0wxR.jpg,"Martin Sheen, Helen Shaver, Harley Cross"
861,Nosferatu a Venezia (1986),,,,,0.0,0,,
862,Jingle All the Way (1996),9279.0,Jingle All the Way,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is",1996-11-21,6.066,2958,https://image.tmdb.org/t/p/w500/lHLOUt0ZIQLC5asHdIQBoTUvaEp.jpg,"Arnold Schwarzenegger, Sinbad, Phil Hartman"
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",4789.0,The Garden of the Finzi-Continis,"In 1930s Italy, a wealthy Jewish family tries to maintain their privileged lifestyle, hosting friends for tennis and parties at their villa. As anti-Semitism intensifies under Fascism, they must ultimately face the horrors of the Holocaust.",1970-12-04,6.935,286,https://image.tmdb.org/t/p/w500/qHDATOZMoiJjfy2bb1xEFFPzkuG.jpg,"Lino Capolicchio, Dominique Sanda, Fabio Testi"
864,My Fellow Americans (1996),17795.0,My Fellow Americans,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will es",1996-12-20,6.061,179,https://image.tmdb.org/t/p/w500/AkZUWdXXuOSat3J9HaHXm7HPtqA.jpg,"Jack Lemmon, James Garner, Dan Aykroyd"
865,"Ice Storm, The (1997)",68924.0,The Ice Storm,"In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century.",1997-09-27,6.88,748,https://image.tmdb.org/t/p/w500/3a6uLta7K8Dzojps4RoJAPHD0km.jpg,"Kevin Kline, Joan Allen, Sigourney Weaver"
866,Michael (1996),2928.0,Michael,Tabloid reporters are sent by their editor to investigate after the paper recieves a letter from a woman claiming an angel is living with her.,1996-12-25,5.721,688,https://image.tmdb.org/t/p/w500/3XdsHncNxOSMOITeQBC8ML9ADky.jpg,"John Travolta, Andie MacDowell, William Hurt"
867,"Whole Wide World, The (1996)",18451.0,The Whole Wide World,"In 1930s Texas, pulp fiction master Robert E. Howard is introduced to Novalyne Price, a teacher with aspirations of becoming an author herself, and they begin a unique relationship filled with conversation and imagination. Although the possibility exists for romance, Howard's obsession with his work",1996-09-08,6.6,51,https://image.tmdb.org/t/p/w500/ajMk4ueXcOCbxwJjJecltiGhYrn.jpg,"Vincent D'Onofrio, Renée Zellweger, Ann Wedgeworth"
868,Hearts and Minds (1996),,,,,0.0,0,,
869,Fools Rush In (1997),1968.0,Fools Rush In,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",1997-02-14,6.5,607,https://image.tmdb.org/t/p/w500/tcRaMjWoF8K7h1LqOH7FOOLRQ3e.jpg,"Matthew Perry, Salma Hayek Pinault, Jon Tenney"
870,Touch (1997),61563.0,Touch,"At the discovery of his ability to work miracles, Juvenal becomes a media sensation, but now he's prone to those who want to exploit him.",1997-02-14,5.7,46,https://image.tmdb.org/t/p/w500/4KEkCiId2lhKgSM6sAGSuG9BjdH.jpg,"Bridget Fonda, Christopher Walken, Skeet Ulrich"
871,Vegas Vacation (1997),11419.0,Vegas Vacation,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",1997-02-13,5.985,730,https://image.tmdb.org/t/p/w500/jUOreo2AWDnPuRJsUp6T1i66tUe.jpg,"Chevy Chase, Beverly D'Angelo, Randy Quaid"
872,Love Jones (1997),27322.0,Love Jones,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friends, talking about love and sex. Then Nina tests the strength of Dar",1997-03-14,7.413,75,https://image.tmdb.org/t/p/w500/iuwimPkDm7kfptKm5zlK0pIzqXM.jpg,"Larenz Tate, Nia Long, Isaiah Washington"
873,Picture Perfect (1997),9413.0,Picture Perfect,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",1997-08-01,5.857,452,https://image.tmdb.org/t/p/w500/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,"Jennifer Aniston, Jay Mohr, Kevin Bacon"
874,Career Girls (1997),49462.0,Career Girls,"A young college student in London moves into a flat and becomes best friends with a flatmate; the former moves into her own flat 4 years later but 6 years after their parting, the former returns to London to pay the latter a visit.",1997-06-01,6.582,91,https://image.tmdb.org/t/p/w500/bV6ezK5Qcqv9ul9B6yGiKcfA0pG.jpg,"Katrin Cartlidge, Lynda Steadman, Kate Byers"
875,She's So Lovely (1997),38295.0,She's So Lovely,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",1997-08-29,5.9,129,https://image.tmdb.org/t/p/w500/oZISQ7Cnmezs5NgBaL6uHUkDMFZ.jpg,"Sean Penn, Robin Wright, John Travolta"
876,Money Talks (1997),9416.0,Money Talks,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",1997-08-22,6.036,430,https://image.tmdb.org/t/p/w500/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,"Chris Tucker, Charlie Sheen, Heather Locklear"
877,Excess Baggage (1997),26180.0,Excess Baggage,"A rich brat fakes her own kidnapping, but in the process ends up locked in the trunk of a car that gets stolen.",1997-08-29,6.112,259,https://image.tmdb.org/t/p/w500/dfKaCA32iSkEQiu37drvIAZWZFz.jpg,"Alicia Silverstone, Benicio del Toro, Christopher Walken"
878,That Darn Cat! (1997),20735.0,That Darn Cat,"While making his nightly rounds in the neighborhood, Patti's pet cat D.C. finds himself the carrier of a call for help from a kidnap victim. Patti enlists skeptical law enforcement help to find the victim before it's too late.",1997-02-14,5.015,99,https://image.tmdb.org/t/p/w500/bH2EWFR9FOKp9fAjNgYf9eanivk.jpg,"Christina Ricci, Doug E. Doug, Dean Jones"
879,"Peacemaker, The (1997)",6623.0,The Peacemaker,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",1997-09-26,6.049,1134,https://image.tmdb.org/t/p/w500/hc3p6pvIrfO4AmrVLb6qTviOwW2.jpg,"George Clooney, Nicole Kidman, Marcel Iureș"
880,Soul Food (1997),29461.0,Soul Food,"Traditional Sunday dinners at Mama Joe's turn sour when sisters Teri, Bird and Maxine start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad to pull the family together and put the soul back into the family's weekly gatherings.",1997-09-26,6.3,92,https://image.tmdb.org/t/p/w500/97t6YjxjTpwQ439MJcPiPDrMAg0.jpg,"Vanessa Williams, Vivica A. Fox, Nia Long"
881,Money Talks (1997),9416.0,Money Talks,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",1997-08-22,6.036,430,https://image.tmdb.org/t/p/w500/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,"Chris Tucker, Charlie Sheen, Heather Locklear"
882,Washington Square (1997),45019.0,Washington Square,"In 1870s New York, spinster heiress Catherine Sloper is courted by the much younger, penniless Morris Townsend, much to the chagrin of her overprotective father. Catherine must decide whether to spend the rest of her life alone, or marry a man interested in her solely for her inheritence.",1997-10-10,6.21,50,https://image.tmdb.org/t/p/w500/3LIn7bskDwsmyxMWTNWRIPSCm2X.jpg,"Jennifer Jason Leigh, Albert Finney, Maggie Smith"
883,Telling Lies in America (1997),63437.0,Telling Lies in America,"A 17-year-old boy becomes friends with Billy Magic, the radio DJ he idolizes, and eventually slips into the payola and corruption of the entertainment world.",1997-08-02,5.8,45,https://image.tmdb.org/t/p/w500/yNKGhbqUgFp7gDG4btnJdLIUzSM.jpg,"Kevin Bacon, Brad Renfro, Maximilian Schell"
884,Year of the Horse (1997),62422.0,Year of the Horse,"A document of Neil Young and Crazy Horse's 1996 concert tour. Director Jarmusch conducts interviews about the band's long history, interspersed with backstage footage from the 1970s and 1980s.",1997-10-08,6.417,24,https://image.tmdb.org/t/p/w500/kLO7UAx8OalCeW2JqTAispzNBJr.jpg,"Neil Young, Ralph Molina, Frank Sampedro"
885,Phantoms (1998),9827.0,Phantoms,"In the peaceful Colorado town of Snowfield, something evil has wiped out the community. And now, it's up to a group of people to stop it, or at least get out of Snowfield alive.",1998-01-23,5.545,403,https://image.tmdb.org/t/p/w500/FM8MOTW8BbyoTLa2V8PnI6UPib.jpg,"Ben Affleck, Peter O'Toole, Rose McGowan"
886,"Life Less Ordinary, A (1997)",8067.0,A Life Less Ordinary,"A couple of angels, O'Reilly and Jackson, are sent to Earth to make sure that their next supervised love-connection succeeds. They follow Celine, a spoiled rich girl who has just accidentally shot a suitor and, due to a misunderstanding, is kidnapped by janitor Robert. Although Celine quickly frees ",1997-10-24,6.15,497,https://image.tmdb.org/t/p/w500/tk7WNEwLZepFU2yPIIkRuQOO0Q9.jpg,"Ewan McGregor, Cameron Diaz, Holly Hunter"
887,Eve's Bayou (1997),45153.0,Eve's Bayou,"Summer heats up in rural Louisiana beside Eve’s Bayou, 1962, as the Batiste family tries to survive the secrets they’ve kept and the betrayals they’ve endured.",1997-11-07,6.409,154,https://image.tmdb.org/t/p/w500/33yTPcGSv7eo3FVlb7XKACHl1M8.jpg,"Jurnee Smollett, Meagan Good, Samuel L. Jackson"
888,One Night Stand (1997),12616.0,One Night Stand,"In Los Angeles, Max Carlyle makes a good living directing commercials and has a happy home life with his wife, Mimi, and two children. When Carlyle travels to New York City to visit his friend Charlie, who has been diagnosed with AIDS, he has repeat run-ins with a beautiful woman, Karen, and eventua",1997-10-10,5.6,116,https://image.tmdb.org/t/p/w500/h6aDoPEyK4rgp4MiuRvQjepoyZx.jpg,"Wesley Snipes, Nastassja Kinski, Kyle MacLachlan"
889,"Tango Lesson, The (1997)",34838.0,The Tango Lesson,"On a trip to Paris Sally meets Pablo, a tango dancer. He starts teaching her to dance then she returns to London to work on some ""projects"". She visits Buenos Aires and learns more from Pablo's friends. Sally and Pablo meet again but this time their relationship changes, she realises they want diffe",1997-11-28,6.371,31,https://image.tmdb.org/t/p/w500/dFrkFLIGUiHTu74WGE3633XXi4C.jpg,"Sally Potter, Morgane Maugran, Pablo Verón"
890,Mortal Kombat: Annihilation (1997),9823.0,Mortal Kombat: Annihilation,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",1997-11-11,4.6,1355,https://image.tmdb.org/t/p/w500/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,"Robin Shou, Talisa Soto, James Remar"
891,Bent (1997),19601.0,Bent,"Max is a handsome young man who, after a fateful tryst with a German soldier, is forced to run for his life. Eventually Max is placed in a concentration camp where he pretends to be Jewish because in the eyes of the Nazis, gays are the lowest form of human being. But it takes a relationship with an ",1997-11-26,6.9,157,https://image.tmdb.org/t/p/w500/mTRIVPmRK01rgLlE6XJPGbbRdXb.jpg,"Lothaire Bluteau, Clive Owen, Brian Webber"
892,Flubber (1997),9574.0,Flubber,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third weddin",1997-11-26,5.7,2561,https://image.tmdb.org/t/p/w500/bnKvk04icAyCO1KjqhsaEXBO9aJ.jpg,"Robin Williams, Marcia Gay Harden, Christopher McDonald"
893,For Richer or Poorer (1997),10371.0,For Richer or Poorer,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish",1997-12-11,6.0,261,https://image.tmdb.org/t/p/w500/tPjqY9Qp5WOIBFKnyEpMBVwGr01.jpg,"Tim Allen, Kirstie Alley, Jay O. Sanders"
894,Home Alone 3 (1997),9714.0,Home Alone 3,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",1997-12-12,5.3,3294,https://image.tmdb.org/t/p/w500/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,"Alex D. Linz, Olek Krupa, Rya Kihlstedt"
895,Scream 2 (1997),4233.0,Scream 2,"Two years after the Woodsboro murders, Sidney Prescott acclimates to college life while someone donning the Ghostface costume begins a new string of killings.",1997-12-12,6.52,4774,https://image.tmdb.org/t/p/w500/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg,"Neve Campbell, Courteney Cox, David Arquette"
896,"Sweet Hereafter, The (1997)",10217.0,The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the sam",1997-09-25,6.9,431,https://image.tmdb.org/t/p/w500/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg,"Ian Holm, Sarah Polley, Tom McCamus"
897,Time Tracers (1995),,,,,0.0,0,,
898,"Postman, The (1997)",9922.0,The Postman,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.",1997-12-25,6.272,1205,https://image.tmdb.org/t/p/w500/piVzOuKFLHNGLxnjwNtibC26lTy.jpg,"Kevin Costner, Will Patton, Larenz Tate"
899,"Winter Guest, The (1997)",25994.0,The Winter Guest,"It's winter in a small Scottish village near the sea, and multiple lives intersect in a day. Frances has just lost her husband to an early death, so her mother, Elspeth, travels to Frances' house to reconnect with her daughter and grandson, Alex. Meanwhile, old women Chloe and Lily go to a funeral, ",1997-12-27,6.472,53,https://image.tmdb.org/t/p/w500/9t0hyTI7HTB6JSIecUNODrtBvwa.jpg,"Emma Thompson, Phyllida Law, Sheila Reid"
900,Kundun (1997),9746.0,Kundun,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsa",1997-12-25,6.793,496,https://image.tmdb.org/t/p/w500/yvdFRDoQIQ5PBk4u8x8gJT8NJAw.jpg,"Tenzin Thuthob Tsarong, Tencho Gyalpo, Tsewang Migyur Khangsar"
901,Mr. Magoo (1997),9438.0,Mr. Magoo,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",1997-12-25,4.496,422,https://image.tmdb.org/t/p/w500/po5CfSBmmATuCNIt7M1G7xOPuUK.jpg,"Leslie Nielsen, Kelly Lynch, Matt Keeslar"
902,"Big Lebowski, The (1998)",115.0,The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and",1998-03-06,7.837,12243,https://image.tmdb.org/t/p/w500/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg,"Jeff Bridges, John Goodman, Julianne Moore"
